"gender","height","weight","shoeSize","shoeNums","schoolYear","pets","siblings","speed","cash","sleep","ageMother","ageFather","random","love","charity"
"male",66,155,10,5,"Freshman",4,2,120,60,7,52,51,4,"millions",100
"female",69,145,9,14,"Sophomore",6,2,90,20,6,55,51,7,"few",80
"female",66,130,9,13,"Sophomore",1,1,105,25,4,53,55,8,"hundreds",0
"female",66,130,9,30,"Sophomore",2,1,95,25,7.5,50,55,10,"few",50
"female",67,140,9,25,"Freshman",3,1,90,0,8,47,47,5,"one",40
"male",68,116,8.5,6,"Junior",0,1,120,20,7.5,52,51,3,"few",50
"female",63,125,7,15,"Sophomore",2,2,20,0,6.5,37,36,6,"one",50
"male",71,180,11,7,"Sophomore",1,1,115,0,7,45,43,8,"one",15
"female",64,115,7.5,7,"Freshman",1,1,90,32,7,50,56,8,"few",60
"male",69,125,9.5,5,"Sophomore",2,3,85,0,7,41,42,6,"few",20
"female",66,125,8,12,"Sophomore",1,2,70,40,8,63,58,7,"few",50
"male",72,185,12,6,"Sophomore",7,2,100,10,7,51,50,8,"few",10
"female",63,147,7.5,20,"Sophomore",1,1,82,100,7,53,51,5,"few",90
"female",65,130,8.5,20,"Junior",0,0,80,80,7.5,50,46,7,"few",20
"female",68,127,9.5,13,"Freshman",1,1,85,0,7.5,50,51,9,"dozens",10
"female",65,130,8,12,"Sophomore",30,2,95,20,7,49,49,7,"one",100
"male",66,152,9,14,"Sophomore",5,2,106,40,7.5,49,53,8,"dozens",20
"male",71,175,10.5,5,"Sophomore",0,1,115,32,9,50,51,1,"few",20
"male",75,178,13,5,"Sophomore",1,2,140,600,7.5,52,54,6,"dozens",50
"female",65,125,8.5,12,"Sophomore",8,2,80,2,7,50,52,4,"one",100
"female",68,155,8.5,10,"Sophomore",12,1,110,1000,5,49,50,7,"few",90
"male",69,130,10,8,"Sophomore",5,2,90,0,6,41,42,6,"dozens",95
"female",61,109,5,6,"Freshman",2,4,80,0,7,46,50,5,"millions",50
"male",70,155,8.5,6,"Sophomore",0,1,90,41,7,54,56,3,"none",25
"male",70,158,10.5,7,"Sophomore",1,3,102,40,7.5,65,65,7,"hundreds",100
"male",72,174,10.5,6,"Senior",8,1,102,23,7.5,48,51,7,"hundreds",40
"female",65,130,8.5,40,"Sophomore",0,2,95,13,8,47,46,7,"few",95
"male",68,120,8,7,"Sophomore",2,1,90,8,7,49,47,1,"one",15
"male",72,160,11,4,"Sophomore",5,2,105,30,7,46,44,7,"one",30
"female",65,115,7.5,20,"Sophomore",3,2,90,40,8.5,59,59,2,"few",50
"male",71,160,10.5,3,"Sophomore",0,2,80,13,7,49,55,7,"one",10
"female",68,121,8,7,"Graduate",1,0,84,0,8,51,49,4,"dozens",100
"female",68,159,10,22,"Senior",1,1,100,29,7,58,65,9,"few",100
"male",68,180,10.5,6,"Senior",0,0,100,15,5,50,52,9,"one",80
"female",62,94,8,8,"Sophomore",5,2,80,20,7,42,49,7,"one",50
"female",61,165,8.5,30,"Sophomore",6,1,100,31,7,54,61,6,"few",20
"female",63,102,7,30,"Sophomore",3,2,75,30,8,51,51,4,"one",100
"female",62,195,9,23,"Senior",0,2,90,7,6.5,44,45,7,"few",50
"female",69,207,9.5,9,"Sophomore",10,2,80,47,6.5,43,42,3,"one",90
"female",65,150,8,18,"Sophomore",8,2,90,60,9,48,52,9,"millions",100
"female",63,125,8,16,"Sophomore",3,1,70,50,5.5,50,53,6,"few",70
"male",67,215,12,8,"Sophomore",1,2,123,41,7.5,37,45,9,"few",10
"female",70,150,10,40,"Junior",3,1,95,80,6.5,53,62,8,"dozens",100
"male",68,175,11,5,"Junior",0,2,98,1000,6,43,43,3,"few",60
"female",64,127,7,20,"Sophomore",1,1,95,50,7.5,57,59,9,"one",95
"male",68,165,10.5,8,"Freshman",4,2,110,10,8,56,58,3,"few",100
"male",70,170,10,5,"Sophomore",10,1,100,0,7,52,50,5,"dozens",10
"female",70,150,11,18,"Sophomore",1,1,88,11,7,49,46,2,"one",100
"female",66,123,6,25,"Sophomore",1,3,108,0,7,45,48,4,"few",99
"male",71,165,11.5,3,"Sophomore",1,3,125,55,6.5,54,63,6,"hundreds",50
"female",66,121,9,6,"Freshman",3,4,90,20,8,50,51,4,"one",100
"female",66,143,9,9,"Senior",1,0,80,50,9.5,57,58,3,"few",20
"female",66,112,8.5,10,"Sophomore",10,4,85,82,6,49,54,3,"one",60
"female",62,100,7,6,"Sophomore",1,1,35,500,7,50,55,6,"few",50
"male",75,190,12.5,3,"Junior",6,3,120,0,8,52,53,2,"thousands",50
"female",68,180,10,14,"Freshman",4,3,95,120,7,62,65,7,"few",95
"female",71,119,7.5,20,"Freshman",1,2,80,29,8,46,46,3,"few",90
"male",63,117,7.5,19,"Freshman",1,0,69,20,7,43,49,9,"thousands",3
"male",71,170,10.5,6,"Sophomore",1,1,90,46,6,55,57,9,"few",60
"female",70,143,8.5,20,"Sophomore",4,1,105,24,9,55,52,10,"hundreds",90
"male",75,168,9.5,22,"Sophomore",0,2,105,54,6.5,51,52,7,"few",85
"male",74,188,11.5,6,"Sophomore",0,1,20,100,5.5,51,60,4,"one",100
"female",62,111,6.5,10,"Sophomore",0,1,65,300,6,47,51,8,"few",25
"male",71,160,10.5,3,"Sophomore",3,3,100,40,6,54,55,9,"hundreds",80
"female",62,110,7,22,"Sophomore",11,2,80,18,6,44,43,8,"one",50
"female",62,110,5.5,11,"Freshman",1,2,70,50,7,51,52,2,"thousands",85
"male",68,225,11,8,"Sophomore",0,1,124,40,7.5,48,47,6,"few",100
"female",68,150,9,30,"Freshman",3,3,85,45,7,51,53,8,"few",90
"female",63,115,6,20,"Freshman",0,1,60,30,8,51,51,8,"dozens",50
"female",63,125,6.5,10,"Junior",2,2,90,7,6,52,52,4,"millions",90
"male",66,120,7,10,"Junior",3,1,50,1000,6,53,53,3,"hundreds",8
"female",62,180,9.5,14,"Freshman",5,1,95,1,7.5,53,51,9,"few",10
"female",64,115,7.5,30,"Sophomore",2,1,90,20,6,53,52,7,"few",100
"female",67,130,9.5,25,"Sophomore",1,1,85,35,6.5,47,52,4,"few",44
"female",66,140,7,15,"Sophomore",2,2,57,10,7,58,48,7,"few",100
"male",69,139,10,7,"Sophomore",1,4,91,50,6,51,50,4,"hundreds",75
"female",61,92,6.5,8,"Junior",6,1,103,7,6.5,42,52,4,"one",100
"female",57,112,6,20,"Sophomore",5,3,85,20,7,53,53,7,"one",25
"male",70,155,12,7,"Freshman",2,2,85,5,9,40,49,9,"few",15
"female",73,225,12,20,"Freshman",0,1,95,0,7,51,55,7,"one",50
"female",67,135,9.5,20,"Senior",5,2,110,45,8,61,61,7,"few",40
"male",72,170,11.5,8,"Freshman",1,1,120,50,8,48,48,8,"dozens",25
"female",64,180,9.5,20,"Sophomore",4,1,85,42,6.5,59,61,3,"one",100
"male",70,155,12,6,"Sophomore",0,2,75,40,8,45,56,8,"hundreds",20
"male",68,150,9,8,"Sophomore",30,2,160,110,4.5,51,53,9,"few",25
"female",64,103,6,20,"Sophomore",0,2,25,22,8,49,49,10,"few",50
"female",64,127,7.5,10,"Senior",0,0,85,15,6,50,54,5,"few",30
"male",68,130,9,7,"Sophomore",1,2,100,90,8,57,61,8,"few",10
"male",71,160,11,8,"Sophomore",4,4,90,50,7,52,56,7,"few",100
"female",65,113,8,13,"Senior",1,1,62,4,7.5,48,50,5,"few",25
"male",72,175,10,8,"Senior",3,2,90,200,7.5,52,52,6,"hundreds",20
"female",60,100,6,40,"Sophomore",0,1,85,43,7,51,50,5,"hundreds",40
"female",67,150,10,7,"Sophomore",1,2,90,0,8,52,52,4,"few",75
"female",67,150,11,9,"Freshman",1,2,40,0,8,50,53,6,"few",50
"female",67,130,8.5,16,"Sophomore",0,1,88,20,8,53,56,7,"dozens",50
"male",69,137,10,4,"Sophomore",7,2,105,80,8,51,52,4,"millions",50
"female",65,125,7.5,35,"Sophomore",6,2,80,100,6.5,49,52,7,"one",90
"male",73,152,11.5,15,"Freshman",1,3,110,80,7.5,50,59,4,"one",40
"female",62,105,5.5,9,"Sophomore",0,1,60,7,7,55,59,6,"few",60
"female",64,150,8,10,"Sophomore",1,1,110,1,9,56,58,6,"few",70
"male",68,150,9,13,"Sophomore",2,1,105,42,7,43,44,7,"few",100
"female",65,140,9,25,"Sophomore",8,3,93,30,7.5,50,50,5,"few",45
"female",61,130,7.5,10,"Junior",0,1,92,150,5,57,65,3,"one",82
"female",69,120,8.5,60,"Sophomore",5,0,100,0,6,42,42,6,"thousands",50
"male",69,115,7.5,8,"Sophomore",7,2,105,60,8,57,60,6,"millions",50
"female",63,113,7.5,15,"Sophomore",0,2,100,40,7,50,52,9,"few",30
"female",64,130,5.5,35,"Junior",0,2,95,30,6,61,55,7,"few",55
"female",62,135,7.5,5,"Sophomore",0,1,80,100,6,40,41,9,"one",50
"female",63,140,8,30,"Sophomore",0,1,115,23,7,46,51,5,"dozens",95
"female",68,130,7,10,"Junior",1,2,90,20,7,48,48,2,"few",100
"female",62,100,7.5,27,"Freshman",6,1,80,300,6.5,53,53,7,"few",95
"male",72,182,12,7,"Senior",10,1,160,0,7.5,49,49,7,"one",100
"female",60,100,7.5,15,"Sophomore",0,1,70,65,6,49,56,7,"one",80
"female",64,183,9.5,15,"Sophomore",4,2,95,4,7,49,49,3,"few",50
"male",70,132,10,4,"Freshman",1,1,90,53,8,46,53,1,"millions",100
"female",65,150,8.5,10,"Junior",1,2,85,11,8,49,52,8,"one",100
"female",64,145,8,15,"Sophomore",4,2,80,55,7,44,44,8,"one",60
"male",71,170,10.5,1,"Junior",1,1,110,1,4,46,57,1,"none",10
"female",68,160,8.5,9,"Sophomore",3,1,75,150,7,43,42,7,"few",70
"male",65,125,7.5,3,"Sophomore",0,1,60,40,7,49,50,3,"few",1
"female",70,126,8.5,22,"Sophomore",3,2,140,63,6.5,57,57,6,"dozens",97
"male",70,148,10,6,"Sophomore",0,2,95,50,7,46,53,5,"one",50
"female",72,130,10,22,"Freshman",2,2,65,400,6,52,55,9,"dozens",18
"female",62,115,7,20,"Senior",2,2,100,35,6.5,49,49,8,"few",60
"female",67,180,11,20,"Junior",1,3,80,0,6,45,46,6,"few",30
"male",72,190,10,4,"Sophomore",4,1,90,130,8,54,54,8,"dozens",20
"female",68,136,8,12,"Junior",9,3,105,5,6.5,47,50,9,"one",100
"female",68,150,10,20,"Freshman",1,4,102,25,6.5,44,47,7,"few",75
"female",67,140,9.5,15,"Freshman",3,2,70,70,7,53,53,5,"few",75
"female",63,123,6.5,41,"Sophomore",3,1,90,19,7.5,54,58,7,"one",100
"female",64,160,8.5,12,"Sophomore",2,2,60,0,9,39,43,6,"few",90
"female",69,136,11,20,"Freshman",3,2,94,24,7.5,46,47,7,"dozens",60
"female",63,129,8,9,"Freshman",1,2,120,45,6.5,49,57,5,"few",35
"male",69,145,9.5,3,"Junior",0,1,100,54,6.5,57,61,6,"dozens",2
"male",73,165,11.5,9,"Freshman",0,2,100,12,8,50,50,7,"thousands",2
"male",71,173,11,14,"Freshman",1,1,100,110,7,49,45,7,"few",0
"female",64,105,6.5,20,"Freshman",2,4,85,45,8.5,53,62,7,"few",50
"female",66,117,7,12,"Freshman",3,1,95,10,6,47,50,1,"few",75
"female",69,127,7.5,25,"Freshman",2,2,100,0,6,47,47,4,"hundreds",100
"female",63,110,7,25,"Freshman",4,1,82,56,6,49,50,5,"one",75
"female",64,140,7,20,"Freshman",4,2,70,200,7,52,53,4,"one",51
"male",72,175,11.5,6,"Freshman",12,2,107,14,7.5,50,50,7,"few",80
"female",65,128,7.5,24,"Freshman",2,2,102,50,8,50,49,4,"one",90
"female",67,140,10,20,"Freshman",1,1,90,10,9,48,58,4,"one",5
"female",68,133,9,20,"Freshman",1,2,100,68,6,46,46,2,"dozens",90
"male",75,196,12,10,"Freshman",1,2,100,100,7.5,43,43,7,"one",100
"female",63,115,8,10,"Freshman",4,7,75,12,7.5,42,45,6,"dozens",90
"male",66,135,9.5,6,"Freshman",3,3,60,99,8,38,37,7,"few",25
"female",60,175,7.5,5,"Freshman",1,3,50,27,6.5,46,53,6,"few",69
"female",62,127,7.5,45,"Freshman",5,6,100,5,7,45,50,3,"one",100
"male",71,145,9.5,10,"Freshman",2,2,100,40,8.5,49,50,1,"thousands",50
"female",64,135,8,14,"Freshman",30,1,84,0,6.5,45,47,9,"none",20
"female",63,113,6.5,20,"Freshman",2,1,80,60,4,47,50,7,"few",100
"female",67,133,8.5,20,"Freshman",4,2,100,1,7,57,55,8,"millions",0
"female",65,130,9,30,"Freshman",4,3,70,43,8,50,52,3,"few",100
"female",62,138,7.5,24,"Freshman",1,1,90,60,7,51,51,4,"few",40
"female",69,147,10,40,"Freshman",1,2,93,45,8.5,58,58,9,"one",25
"female",63,106,5,11,"Freshman",2,0,20,43,7,44,47,7,"few",50
"female",68,165,9,15,"Freshman",3,2,99,0,6.5,52,53,3,"few",25
"female",67,145,7.5,9,"Freshman",2,2,25,45,8,55,54,2,"millions",50
"female",59,100,5,40,"Freshman",6,0,88,50,7,53,54,9,"few",70
"female",65,128,7.5,30,"Freshman",1,2,80,7,5.5,54,59,8,"few",90
"male",67,200,11,20,"Freshman",1,1,100,30,6.5,40,45,5,"hundreds",30
"male",69,140,11,5,"Freshman",3,1,120,15,8.5,49,49,7,"few",80
"female",64,160,8,18,"Freshman",2,1,120,67,7,53,51,2,"one",77
"female",63,101,8,11,"Freshman",3,0,70,38,8,53,49,5,"one",100
"male",70,139,8.5,4,"Freshman",4,1,45,400,7.5,47,45,6,"few",80
"female",53,120,8,30,"Freshman",2,3,85,100,8.5,43,46,2,"few",20
"female",65,120,8,15,"Freshman",1,1,90,30,8.5,51,50,6,"one",70
"male",69,187,10.5,5,"Freshman",0,1,75,30,7,52,62,7,"few",85
"female",66,116,7.5,11,"Freshman",1,2,85,73,6.5,49,52,6,"dozens",100
"female",66,160,10,14,"Freshman",1,1,102,17,7.5,51,50,10,"few",80
"female",64,130,6.5,35,"Freshman",3,3,120,15,6,56,63,6,"one",50
"male",68,160,10.5,3,"Freshman",2,3,90,35,8,49,52,5,"few",15
"female",68,110,8.5,10,"Sophomore",0,0,20,0,5.5,47,47,7,"one",50
"male",72,220,12,8,"Junior",3,3,130,200,6.5,48,48,7,"few",60
"female",67,175,9.5,7,"Freshman",4,1,82,10,7,45,56,9,"few",70
"female",70,135,10.5,12,"Freshman",15,2,20,14,6,45,53,4,"dozens",90
"female",62,110,8,20,"Freshman",1,1,85,20,7,53,52,7,"one",50
"female",65,145,8,15,"Freshman",0,1,85,15,8,46,52,6,"few",90
"male",66,125,9,8,"Freshman",0,0,105,1000,7,48,48,5,"few",80
"female",69,127,8.5,25,"Freshman",4,1,82,40,7.5,52,50,6,"dozens",91
"female",63,205,8.5,40,"Junior",5,3,80,300,7,63,65,7,"dozens",40
"female",68,165,9,40,"Freshman",0,1,95,25,6,41,48,4,"one",100
"female",66,130,7.5,20,"Graduate",1,2,95,22,6.5,62,62,8,"few",90
"female",61,135,8.5,5,"Freshman",0,1,40,35,6,46,53,5,"few",50
"male",68,220,10,6,"Freshman",12,1,75,500,7.5,38,41,10,"few",25
"female",63,150,8,7,"Sophomore",3,10,95,200,7,55,60,7,"few",40
"male",70,145,10,3,"Sophomore",2,2,115,40,4,43,43,3,"few",12
"male",73,182,10.5,5,"Freshman",1,1,155,500,7.5,48,49,10,"few",85
"male",73,165,11,4,"Sophomore",5,2,65,25,7,51,56,7,"one",40
"male",69,137,9.5,2,"Sophomore",12,2,125,0,5.5,54,58,8,"thousands",0
"male",74,185,11,3,"Junior",12,1,105,200,8,46,52,9,"hundreds",100
"female",71,189,10,6,"Junior",1,5,85,44,7.5,53,58,3,"dozens",99
"female",63,120,8,20,"Freshman",0,2,60,25,7,58,59,6,"one",50
"female",67,120,8.5,15,"Freshman",1,2,85,120,7,52,61,10,"hundreds",70
"male",72,138,11.5,5,"Freshman",0,2,90,25,8,50,55,7,"few",50
"male",72,126,10,3,"Sophomore",0,2,70,2,7,47,53,3,"few",17
"male",74,201,12.5,6,"Sophomore",1,1,115,1000,6.5,58,56,7,"one",100
"male",69,148,9.5,2,"Freshman",1,2,100,16,7,46,62,8,"dozens",70
"male",71,155,10,6,"Freshman",2,2,100,57,8,51,53,7,"millions",100
"female",61,136,7,10,"Freshman",2,1,87,100,6,51,56,7,"few",25
"male",69,132,8,6,"Freshman",1,0,140,50,8.5,47,53,3,"few",20
"female",61,135,6.5,12,"Freshman",0,0,85,5,8,44,44,5,"one",90
"female",65,170,8.5,25,"Freshman",6,1,100,10,7,43,44,2,"one",50
"male",72,174,11,6,"Sophomore",11,2,140,14,8,52,55,7,"few",30
"female",67,125,9.5,7,"Freshman",2,1,63,15,6.5,48,57,7,"one",65
"male",71,130,10,2,"Freshman",0,1,50,67,8,49,53,5,"none",100
"male",73,140,9.5,4,"Freshman",1,2,80,32,9,43,43,4,"dozens",90
"female",66,134,8,16,"Sophomore",2,2,91,2,9,48,49,7,"few",95
"male",66,174,10.5,4,"Sophomore",2,3,92,3,7.5,52,59,6,"thousands",75
"female",64,115,8,14,"Freshman",20,1,80,98,6,37,35,5,"one",75
"female",63,130,7.5,20,"Freshman",1,0,80,40,7,46,55,7,"one",50
"male",67,145,13.5,6,"Senior",3,2,110,50,7.5,52,53,7,"dozens",20
"female",68,140,9,28,"Freshman",1,1,85,70,9,49,52,9,"few",50
"male",69,150,9,3,"Junior",0,1,88,90,9.5,49,50,5,"few",50
"female",67,155,8,8,"Freshman",3,2,85,55,6,42,43,4,"one",40
"male",71,155,11,7,"Junior",2,2,95,35,8.5,55,60,4,"thousands",99
"male",67,112,9,2,"Freshman",2,3,112,0,10,48,48,4,"dozens",100
"male",75,196,11.5,7,"Sophomore",1,3,96,0,8,56,60,1,"one",50
"female",67,128,8.5,12,"Freshman",4,2,85,40,9,48,56,4,"one",62
"female",64,125,8.5,11,"Freshman",0,1,65,75,7.5,47,55,6,"few",90
"male",70,145,9,5,"Freshman",2,1,95,90,6.5,42,42,9,"thousands",100
"female",68,125,9.5,25,"Freshman",2,4,88,74,7,52,52,7,"few",99
"female",68,140,8,18,"Freshman",6,1,75,18,7.5,48,50,8,"few",70
"male",70,180,10.5,6,"Freshman",3,2,135,20,7,56,55,1,"one",90
"male",73,150,13,5,"Freshman",0,1,80,20,7.5,50,50,3,"one",50
"male",76,185,13,8,"Sophomore",4,2,180,25,8,50,51,3,"dozens",75
"female",64,135,8.5,11,"Freshman",1,1,85,85,9,52,53,9,"one",100
"male",70,180,11.5,10,"Sophomore",1,0,130,300,7,59,65,7,"few",90
"female",64,130,9,30,"Freshman",3,1,110,3,5,39,43,2,"one",100
"female",65,133,8,15,"Sophomore",1,3,80,31,7,50,50,7,"few",95
"female",60,105,6.5,4,"Junior",5,2,80,40,5.5,48,46,1,"few",50
"female",63,114,7.5,12,"Freshman",1,1,90,55,7,49,53,9,"few",35
"female",65,125,7.5,14,"Freshman",3,3,100,0,8.5,46,48,5,"few",55
"male",74,155,10,3,"Freshman",0,0,74,400,8.5,47,49,6,"few",5
"male",72,175,13,6,"Sophomore",6,3,85,0,6.5,53,55,6,"dozens",20
"male",72,175,11,5,"Freshman",0,2,70,200,7,44,44,5,"one",15
"female",62,130,6.5,10,"Freshman",0,2,65,63,9,50,53,2,"few",100
"female",65,135,7.5,35,"Sophomore",1,2,80,101,8.5,51,52,5,"hundreds",50
"male",72,270,14,4,"Sophomore",10,4,95,46,6,46,47,8,"few",75
"female",64,135,8.5,20,"Freshman",2,2,85,35,7,54,54,6,"few",4
"female",70,185,11,10,"Freshman",7,1,106,140,7,49,55,4,"one",50
"female",64,138,7.5,25,"Freshman",30,1,100,70,7.5,50,48,6,"one",45
"female",66,145,9,12,"Junior",3,2,90,20,7,48,58,2,"few",98
"male",71,176,12.5,4,"Freshman",0,4,60,103,8,40,44,10,"few",20
"male",68,138,10,6,"Freshman",0,2,100,0,6,52,54,9,"millions",75
"female",65,135,7.5,40,"Sophomore",3,1,100,2,7.5,50,51,6,"few",60
"female",62,120,6.5,100,"Sophomore",0,1,100,40,7.5,50,45,5,"one",75
